ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	COGID	MORPHEMES	ALIGNMENT
1200	Koretu	Giant armadillo	he̠tókie̥	he̠tókie̥	h ɛ t ɔ k i ɨ		1008	786		h ɛ t ɔ k i ɨ
1743	Desano	Giant reed	gālé̥	gālé̥	g aː ɺ ɨ		1012	1128		g aː ɺ ɨ
1744	Yahuna	Giant reed	anía	anía	a n i a		1013	1129		a n i a
1745	Yahuna	Giant reed	āníe	āníe	aː n i e		1013	1129		aː n i e
1002	Yupua	Girl	mā́be̥ga	mā́be̥ga	m aː b ɨ g a		1017	677		m aː b ɨ g a
1003	Yahuna	Girl	bi(x̯)kinínomo	bikinínomo	b i k i n i n ɔ m ɔ		1016	678		b i k i n i n ɔ m ɔ
1076	Desano	God	góamã(g)ẽ	góamãẽ	g ɔ a m ã ẽ		1019	725		g ɔ a m ã ẽ
1077	Yupua	God	kṓ(n)yau̯i	kṓyau̯i	k ɔː j a w i		1022	726		k ɔː j a w i
1078	Yahuna	God	ué̠xkoa	ué̠xkoa	u ɛ x k ɔ a		1021	727		- u ɛ x k ɔ a
1079	Koretu	God	tu̠pána	tu̠pána	t ʊ p a n a		1020	728		t ʊ p a n a
1080	Yahuna	God	wé̠xkoa	wé̠xkoa	w ɛ x k ɔ a		1021	727		w ɛ - x k ɔ a
1081	Yahuna	God	tupā́na	tupā́na	t u p aː n a		1020	728		t u p aː n a
1933	Desano	Good	oā́pu̠nīka	oā́pu̠nīka	ɔ aː p ʊ n iː k a		1026	1249		ɔ aː p ʊ n iː k a
1934	Yupua	Good	ṓa	ṓa	ɔː a		1028	1250		ɔː a
1935	Yahuna	Good	hiá	hiá	h i a		1027	1251		h i - - a
1936	Koretu	Good	híāḥe̠	híāḥe̠	h i aː ħ ɛ		1027	1251		h i aː ħ ɛ
1937	Desano	Good	oā́pu̠līka	oā́pu̠līka	ɔ aː p ʊ ɺ iː k a		1026	1249		ɔ aː p ʊ ɺ iː k a
1008	Desano	Granddaughter	yépanameo̯	yépanameo̯	j e p a n a m e̯/j o		1032	682		j e p a n a m e̯/j o
1025	Desano	Grandfather	yēyex̯ké̥pe̥xkero	yēyex̯ké̥pe̥xkero	j eː j e ç k ɨ p ɨ x k e ɾ ɔ		1034	694		j eː j e ç k ɨ p ɨ x k e ɾ ɔ
1026	Yupua	Grandfather	guú	guú	g u u		1037	695		g u u
1027	Yahuna	Grandfather	pā́kie̠ki	pā́kie̠ki	p aː k i ɛ k i		1036	696		p aː k i ɛ k i
1028	Koretu	Grandfather	sī́ke̥	sī́ke̥	s iː k ɨ		1035	697		s iː k ɨ
1029	Desano	Grandmother	mé̠abe̥lo	mé̠abe̥lo	m ɛ a b ɨ ɺ ɔ		1039	698		m ɛ a b ɨ ɺ ɔ
1030	Yupua	Grandmother	(t)soi	soi	s ɔ i		1040	699		s ɔ - i
1031	Yahuna	Grandmother	pā́kiako	pā́kiako	p aː k i a k ɔ		1041	700		p aː k i a k ɔ
1032	Koretu	Grandmother	sī́ko	sī́ko	s iː k ɔ		1040	699		s iː k ɔ
1033	Desano	Grandmother	mé̠abe̥ro	mé̠abe̥ro	m ɛ a b ɨ ɾ ɔ		1039	698		m ɛ a b ɨ ɾ ɔ
975	Desano	Grandson	yépanami	yépanami	j e p a n a m i		1045	655		j e p a n a m i
1643	Desano	Grass	dā́	dā́	d aː		1047	1071		d aː - - - -
1644	Yupua	Grass	tā́	tā́	t aː		1047	1071		t aː - - - -
1645	Yahuna	Grass	tāyá	tāyá	t aː j a		1047	1071		t aː j - - a
1646	Koretu	Grass	táyare̥	táyare̥	t a j a ɾ ɨ		1047	1071		t a j a ɾ ɨ
1647	Koretu	Grass	táiāre̥	táiāre̥	t a i aː ɾ ɨ		1047	1071		t a i aː ɾ ɨ
1537	Desano	Grasshopper	pōlē̠ró	pōlē̠ró	p ɔː ɺ ɛː ɾ ɔ		1053	996		p ɔː ɺ ɛː ɾ ɔ
1538	Yupua	Grasshopper	nyémi	nyémi	n j e m i		1054	997		n j e m i -
1539	Yahuna	Grasshopper	nyimía	nyimía	n j i m i a		1054	997		n j i m i a
1540	Koretu	Grasshopper	yé̥(e̥)mi	yé̥mi	j ɨ m i		1054	997		- j ɨ m i -
520	Desano	Grave	maxsā́gobe̠	maxsā́gobe̠	m a x s aː g ɔ b ɛ		1058	346		m a x s aː g ɔ b ɛ
1367	Desano	Great gavião	gā́be̥ge̥	gā́be̥ge̥	g aː b ɨ g ɨ		1060	895		- g aː b ɨ g ɨ - - -
1368	Yupua	Great gavião	gā́	gā́	g aː		1061	896		g aː
1369	Yahuna	Great gavião	au̯apákie̠ka	au̯apákie̠ka	a w a p a k i ɛ k a		1060	895		a w a p a k i ɛ k a
1292	Desano	Great inambú	ã̄(g)ã̄́	ã̄ã̄́	ãː ãː		1064	845		ãː ãː
1293	Yupua	Great inambú	ā́(g)ēlē	ā́ēlē	aː eː ɺ eː		1066	846		aː eː ɺ eː
1294	Yahuna	Great inambú	ā́kaka	ā́kaka	aː k a k a		1065	847		- aː k a k a
1295	Koretu	Great inambú	hā́kia	hā́kia	h aː k i a		1065	847		h aː k i - a
1979	Desano	Green	ya(a)tsā́liye̠	yatsā́liye̠	j a t s aː ɺ i j ɛ		1069	1274		j a t s aː ɺ i j ɛ
1980	Yupua	Green	tsé̥me̥oa	tsé̥me̥oa	t s ɨ m ɨ ɔ a		1070	1275		t s ɨ m ɨ - ɔ - a
1981	Yahuna	Green	hīmitáka	hīmitáka	h iː m i t a k a		1071	1276		h iː m i t a k a
1982	Koretu	Green	te̥me̥né̠la	te̥me̥né̠la	t ɨ m ɨ n ɛ ɺ a		1070	1275		t - ɨ m ɨ n ɛ ɺ a
1983	Yahuna	Green	hādyúa	hādyúa	h aː d j u a		1072	1277		h aː d j u a
702	Desano	Grid on the boat for protection against backflow	yuxké̥kāya	yuxké̥kāya	j u x k ɨ k aː j a		1075	471		j u x k ɨ k aː j a
665	Desano	Gridiron	uaikaya	uaikaya	u a i k a j a		1077	445		u a i k a j a
666	Yupua	Gridiron	neā(d)yá	neāyá	n e aː j a		1080	446		n e aː j a
667	Yahuna	Gridiron	ā́hia	ā́hia	aː h i a		1079	447		aː h i a
668	Koretu	Gridiron	há(a)te̥ri	háte̥ri	h a t ɨ ɾ i		1078	448		h a t ɨ ɾ i
2074	Desano	Grind	tsoe̠bā́li	tsoe̠bā́li	t s ɔ ɛ b aː ɺ i		1082	1333		t s ɔ ɛ b aː ɺ i
2075	Yupua	Grind	tx̯óe̠i̯	tx̯óe̠i̯	t ç ɔ ɛ j		1082	1333		t ç ɔ ɛ j - - -
2076	Yahuna	Grind	mix̯hoe̠be̠	mix̯hoe̠be̠	m i ç h ɔ ɛ b ɛ		1084	1334		m i ç h ɔ ɛ b ɛ
2077	Koretu	Grind	u̠hé̠kialó	u̠hé̠kialó	ʊ h ɛ k i a ɺ ɔ		1083	1335		ʊ h ɛ k i a ɺ ɔ
483	Desano	Ground	nix̯kú	nix̯kú	n i ç k u		1087	322		n i ç k u
484	Yupua	Ground	ti(x̯)tá	titá	t i t a		1089	323		t i t a
485	Yahuna	Ground	ka(a)ía	kaía	k a i a		1088	324		k a - - i - a
486	Koretu	Ground	kiáire̥	kiáire̥	k i a i ɾ ɨ		1088	324		k i - a i ɾ ɨ
487	Yahuna	Ground	ka'ía	ka'ía	k a ʔ i a		1088	324		k a ʔ - i - a
1739	Yupua	Gummy milk	uaxtx̯udi	uaxtx̯udi	u a x t ç u d i		1093	1126		u a x t ç u d i
781	Desano	Gun	pé̠age̥	pé̠age̥	p ɛ a g ɨ		1095	528		p ɛ a g ɨ
782	Yupua	Gun	pé̠a	pé̠a	p ɛ a		1095	528		p ɛ - - a
783	Yahuna	Gun	pe̠ká	pe̠ká	p ɛ k a		1095	528		p ɛ - k a
784	Koretu	Gun	hé̠(e̠)kiakia	hé̠kiakia	h ɛ k i a k i a		1096	529		h ɛ k i a k i a
785	Desano	Gunpowder	pe̠ánhua	pe̠ánhua	p ɛ a n h u a		1100	530		p ɛ a n h u - a
786	Yupua	Gunpowder	pé̠anuku	pé̠anuku	p ɛ a n u k u		1100	530		p ɛ a n - u k u
787	Yahuna	Gunpowder	pe̠káua	pe̠káua	p ɛ k a u a		1102	531		p ɛ k a u a
788	Koretu	Gunpowder	he̠kiakiáḥuāliri	he̠kiakiáḥuāliri	h ɛ k i a k i a ħ u aː ɺ i ɾ i		1101	532		h ɛ k i a k i a ħ u aː ɺ i ɾ i
789	Yahuna	Gunpowder	pe̠káue̯	pe̠káue̯	p ɛ k a w e		1102	531		p ɛ k a w e
293	Desano	Guts	ye(e)métuli	yemétuli	j e m e t u ɺ i		1106	198		j e m e t u ɺ i
1794	Desano	Half	dex̯kó	dex̯kó	d e ç k ɔ		1108	1162		d e ç k - - - ɔ
1795	Yupua	Half	de̠kapá(a)	de̠kapá	d ɛ k a p a		1108	1162		d ɛ - k - a p a
1796	Koretu	Half	tokíaḥu	tokíaḥu	t ɔ k i a ħ u		1108	1162		t ɔ - k i a ħ u
574	Desano	Hammock	pṹ(g)ẽ	pṹẽ	p ũ ẽ		1112	383		p ũ - ẽ
575	Yupua	Hammock	púe	púe	p u e		1112	383		p u - e
576	Yahuna	Hammock	páua	páua	p a u a		1112	383		p a u a
577	Koretu	Hammock	ḥā́e	ḥā́e	ħ aː e		1113	384		ħ aː e
578	Desano	Hammock	pũ(g)ẽ́	pũẽ́	p ũ ẽ		1112	383		p ũ - ẽ
580	Yupua	Hammock ropes	pue(x)kā́lu	puekā́lu	p u e k aː ɺ u		1118	386		p u e k aː ɺ u
581	Yahuna	Hammock ropes	paukáno	paukáno	p a u k a n ɔ		1118	386		p a u k a n ɔ
99	Desano	Hand	mohṓpama	mohṓpama	m ɔ h ɔː p a m a		1121	67		- - m ɔ h ɔː - p a m a
100	Yupua	Hand	múhu	múhu	m u h u		1121	67		- - m u h - - - - - u
101	Yahuna	Hand	pí'taka	pí'taka	p i ʔ t a k a		1122	68		p i ʔ t a k a
102	Koretu	Hand	símaḥumpu	símaḥumpu	s i m a ħ u m p u		1121	67		s i m a ħ u m p - - u
727	Yahuna	Hand end of the tubular shaft	sālítae̠ga	sālítae̠ga	s aː ɺ i t a ɛ g a		1126	489		s aː ɺ i t a ɛ g a
872	Yahuna	Handle of the dance rattle	hahaniká	hahaniká	h a h a n i k a		1128	592		h a h a n i k a
595	Desano	Hanging basket	puítsamu	puítsamu	p u i t s a m u		1130	395		p u i t s a m u
1928	Desano	Hard	be̥lípu̠nīka	be̥lípu̠nīka	b ɨ ɺ i p ʊ n iː k a		1132	1244		b ɨ ɺ i p ʊ n iː k a
1929	Yupua	Hard	bé̥(x)ka	bé̥ka	b ɨ k a		1133	1245		b ɨ k a
720	Yahuna	Harpoon arrow	ālía 	ālía	aː ɺ i a		1135	482		aː ɺ i a
728	Yahuna	Harpoon cord	se̠kā́noa	se̠kā́noa	s ɛ k aː n ɔ a		1137	490		s ɛ k aː n ɔ a
1370	Yahuna	Hawk	lé̠(e)lé̠a	lé̠lé̠a	ɺ ɛ ɺ ɛ a		1139	897		ɺ ɛ ɺ ɛ a
1813	Desano	He	iṅ(g)é̥	iṅé̥	i ŋ ɨ		1141	1171		i ŋ ɨ
1814	Yupua	He	íge̥	íge̥	i g ɨ		1142	1172		- - i g ɨ
1815	Yahuna	He	āpiká 	āpiká	aː p i k a		1142	1172		aː p i k a
1816	Koretu	He	aháke̥ 	aháke̥	a h a k ɨ		1142	1172		a h a k ɨ
55	Desano	Head	dex̯pū́ru	dex̯pū́ru	d e ç p uː ɾ u		1146	37		d e ç p uː ɾ u
56	Yupua	Head	kúe̥le̥	kúe̥le̥	k u ɨ ɺ ɨ		1149	38		k u ɨ ɺ ɨ
57	Yahuna	Head	lu̠pu̠kóa	lu̠pu̠kóa	ɺ ʊ p ʊ k ɔ a		1148	39		ɺ ʊ p ʊ k ɔ a
58	Koretu	Head	sī́roḥo	sī́roḥo	s iː ɾ ɔ ħ ɔ		1147	40		s iː ɾ ɔ ħ ɔ
59	Yahuna	Head	le̥pokóa	le̥pokóa	ɺ ɨ p ɔ k ɔ a		1148	39		ɺ ɨ p ɔ k ɔ a
60	Yahuna	Head	de̥pokóa	de̥pokóa	d ɨ p ɔ k ɔ a		1148	39		d ɨ p ɔ k ɔ a
61	Desano	Head hair	póali	póali	p ɔ a ɺ i		1153	41		p ɔ a ɺ i
62	Yupua	Head hair	póa	póa	p ɔ a		1153	41		p ɔ - - a
63	Yahuna	Head hair	lu̠pú̠komihia	lu̠pú̠komihia	ɺ ʊ p ʊ k ɔ m i h i a		1155	42		ɺ ʊ p ʊ k ɔ m i h i a
64	Koretu	Head hair	sī́roḥōre	sī́roḥōre	s iː ɾ ɔ ħ ɔː ɾ e		1154	43		s iː ɾ ɔ ħ ɔː ɾ e
65	Yahuna	Head hair	de̥pókomihia	de̥pókomihia	d ɨ p ɔ k ɔ m i h i a		1155	42		d ɨ p ɔ k ɔ m i h i a
829	Desano	Headdress made of toucan feathers in straw 	n(d)axsiṅgurútsuame̠	naxsiṅgurútsuame̠	n a x s i ŋ g u ɾ u t s u a m ɛ		1159	557		n a x s i ŋ g u ɾ u t s u a m ɛ
289	Desano	Heart	tsiúpona	tsiúpona	t s i u p ɔ n a		1161	195		t s i u p ɔ n a
290	Yupua	Heart	yáoama	yáoama	j a ɔ a m a		1163	196		j a ɔ a m a
291	Yahuna	Heart	ṓnimakia	ṓnimakia	ɔː n i m a k i a		1162	197		- - ɔː n - i m a k i a
292	Koretu	Heart	siamé̠kia	siamé̠kia	s i a m ɛ k i a		1162	197		- s i - - a m ɛ k i a
1377	Yahuna	Heart	tsōnyimakía	tsōnyimakía	t s ɔː n j i m a k i a		1162	197		t s ɔː n j i m a k i a
1891	Desano	Heavy	ne̥xké̥lika	ne̥xké̥lika	n ɨ x k ɨ ɺ i k a		1167	1218		n ɨ x k ɨ ɺ i k a
1892	Yahuna	Heavy	ni'kía	ni'kía	n i ʔ k i a		1167	1218		n i ʔ k - - i - a
159	Desano	Heel	gubū́liru	gubū́liru	g u b uː ɺ i ɾ u		1170	108		g u b uː ɺ i ɾ u
160	Yahuna	Heel	ūput(s)ī́ka	ūputī́ka	uː p u t iː k a		1171	109		uː p u t iː k a
2019	Desano	Here	íye̠	íye̠	i j ɛ		1173	1296		i j ɛ
2020	Yupua	Here	ā́ge̥	ā́ge̥	aː g ɨ		1176	1297		aː g ɨ
2021	Yahuna	Here	oó	oó	ɔ ɔ		1175	1298		ɔ ɔ
2022	Koretu	Here	hóhona	hóhona	h ɔ h ɔ n a		1174	1299		h ɔ h ɔ n a
1871	Desano	High	e̥mã(g)ẽ́gero	e̥mãẽ́gero	ɨ m ã ẽ g e ɾ ɔ		1178	1207		ɨ m ã ẽ g e ɾ ɔ
794	Desano	Hip cord	uáyalidā	uáyalidā	u a j a ɺ i d aː		1180	535		u a j a ɺ i d aː
795	Yupua	Hip cord	yapḗ̠romisi	yapḗ̠romisi	j a p ɛː ɾ ɔ m i s i		1183	536		j a p ɛː ɾ ɔ m i s i
796	Yahuna	Hip cord	oahokálo	oahokálo	ɔ a h ɔ k a ɺ ɔ		1182	537		ɔ a h ɔ k a ɺ ɔ
797	Koretu	Hip cord	u̠atóua(a)	u̠atóua	ʊ a t ɔ u a		1181	538		ʊ a t ɔ u a
1846	Desano	His bow	ĩ̄ṅẽyábe̠ro buiríbe̠ro 	ĩ̄ṅẽyábe̠ro_buiríbe̠ro	ĩː ŋ ẽ j a b ɛ ɾ ɔ + b u i ɾ i b ɛ ɾ ɔ		1185 1186	1190		ĩː ŋ ẽ j a b ɛ ɾ ɔ + b u i ɾ i b ɛ ɾ ɔ
1847	Yupua	His bow	ige̥(d)yapātupáhi	ige̥yapātupáhi	i g ɨ j a p aː t u p a h i		1187	1191		i g ɨ j a p aː t u p a h i
1848	Yahuna	His bow	apikaliká te̠muyī́liuiia	apikaliká_te̠muyī́liuiia	a p i k a ɺ i k a + t ɛ m u j iː ɺ i u i i a		1188 1189	1192		a p i k a ɺ i k a + t ɛ m u j iː ɺ i u i i a
1849	Koretu	His bow	ahaké̥patolo	ahaké̥patolo	a h a k ɨ p a t ɔ ɺ ɔ		1187	1191		a h a k ɨ p a t ɔ ɺ ɔ - -
1001	Yahuna	His wife	kinumu	kinumu	k i n u m u		1192	676		k i n u m u
519	Desano	Hole	gōbé̠	gōbé̠	g ɔː b ɛ		1194	345		g ɔː b ɛ
40	Desano	Hole in the earlobe	ga'minógobe̠	ga'minógobe̠	g a ʔ m i n ɔ g ɔ b ɛ		1196	25		g a ʔ m - i n ɔ g ɔ b ɛ -
41	Yahuna	Hole in the earlobe	āmóakakope̠a	āmóakakope̠a	aː m ɔ a k a k ɔ p ɛ a		1196	25		- aː - m ɔ a k a k ɔ p ɛ a
45	Desano	Hole in the lower lip	dix̯sipuligobe̠	dix̯sipuligobe̠	d i ç s i p u ɺ i g ɔ b ɛ		1199	28		d i ç s i p u ɺ i g ɔ b ɛ
46	Yahuna	Hole in the lower lip	hāt(s)íkope̠a	hātíkope̠a	h aː t i k ɔ p ɛ a		1200	29		h aː t i k ɔ p ɛ a
49	Yahuna	Hole in the nasal septum	ṓme̠kenikope̠a	ṓme̠kenikope̠a	ɔː m ɛ k e n i k ɔ p ɛ a		1202	32		ɔː m ɛ k e n i k ɔ p ɛ a
675	Yahuna	Hollow bird bones for sucking coca	taā́piūlikukia	taā́piūlikukia	t a aː p i uː ɺ i k u k i a		1204	454		t a aː p i uː ɺ i k u k i a
923	Desano	Hollow heron bones to this device	yaxhigoa	yaxhigoa	j a x h i g ɔ a		1206	628		j a x h i g ɔ a
529	Yupua	Home	yaue̠(x̯)(t)sé̠	yaue̠sé̠	j a u ɛ s ɛ		1208	353		j a u ɛ s ɛ
1529	Desano	Honey	mōmé̠	mōmé̠	m ɔː m ɛ		1210	993		m ɔː m - ɛ
1530	Yupua	Honey	múmi	múmi	m u m i		1210	993		m u m - i
1531	Yahuna	Honey	mimía	mimía	m i m i a		1210	993		m i m i a
1532	Koretu	Honey	kianáḥe̠le̠ke̠re̥	kianáḥe̠le̠ke̠re̥	k i a n a ħ ɛ ɺ ɛ k ɛ ɾ ɨ		1211	994		k i a n a ħ ɛ ɺ ɛ k ɛ ɾ ɨ
556	Yahuna	Horizontal barriers to which these caraná leaves are attached	muipái(a)	muipái	m u i p a i		1215	369		m u i p a i
550	Yahuna	Horizontal battens that hold the paxiúbal batts of the wall together in the middle	bū́tumaa	bū́tumaa	b uː t u m a a		1217	365		b uː t u m a a
655	Desano	Hourglass-shaped frame made of chopsticks for vessels	yuiró	yuiró	j u i ɾ ɔ		1219	437		j u i ɾ ɔ
532	Desano	House	wií	wií	w i i		1221	355		w i i
533	Yupua	House	ue̥é̥	ue̥é̥	u ɨ ɨ		1222	356		u - ɨ - ɨ
534	Yahuna	House	uiíya	uiíya	u i i j a		1222	356		u i i j a
535	Koretu	House	ué̥ri	ué̥ri	u ɨ ɾ i		1222	356		u - ɨ ɾ i
536	Yupua	House	ué̥le̥	ué̥le̥	u ɨ ɺ ɨ		1222	356		u - ɨ ɺ ɨ
537	Yupua	House	ue̥é̥le̥	ue̥é̥le̥	u ɨ ɨ ɺ ɨ		1222	356		u ɨ ɨ ɺ ɨ
538	Yahuna	House	uiía	uiía	u i i a		1222	356		u i i - a
1101	Desano	Howler monkey	ōrá	ōrá	ɔː ɾ a		1229	739		ɔː ɾ a
1102	Yupua	Howler monkey	ī(x̯)sí	īsí	iː s i		1230	740		iː s i -
1103	Yahuna	Howler monkey	ihía	ihía	i h i a		1230	740		i h i a
1104	Koretu	Howler monkey	ḗsi	ḗsi	eː s i		1230	740		eː s i -
1105	Yupua	Howler monkey	ī(x̯)(t)sí	īsí	iː s i		1230	740		iː s i -
925	Desano	Human	e̥me̥(g)é̥	e̥me̥é̥	ɨ m ɨ ɨ		1235	630		ɨ m - - ɨ - ɨ
926	Yupua	Human	é̥me̥	é̥me̥	ɨ m ɨ		1235	630		ɨ m - - - - ɨ
927	Yahuna	Human	imíliha	imíliha	i m i ɺ i h a		1235	630		i m i ɺ i h a
928	Koretu	Human	láe̥	láe̥	ɺ a ɨ		1236	631		ɺ a ɨ
1325	Desano	Humming-bird	mīmí	mīmí	m iː m i		1240	867		m iː m i
1326	Yupua	Humming-bird	mimi	mimi	m i m i		1240	867		m i m i
1327	Yahuna	Humming-bird	oálala	oálala	ɔ a ɺ a ɺ a		1241	868		ɔ a ɺ a ɺ a
938	Desano	Husband	yégolope̥	yégolope̥	j e g ɔ ɺ ɔ p ɨ		1244	636		j e g ɔ ɺ ɔ p ɨ
939	Yahuna	Husband	yinū́mu	yinū́mu	j i n uː m u		1245	637		j i n uː m u
940	Desano	Husband	yégorope̥	yégorope̥	j e g ɔ ɾ ɔ p ɨ		1244	636		j e g ɔ ɾ ɔ p ɨ
1804	Desano	I	yeé̥	yeé̥	j e ɨ		1248	1169		j e - ɨ
1805	Yupua	I	yée̥	yée̥	j e ɨ		1248	1169		j e - ɨ
1806	Yahuna	I	yií	yií	j i i		1248	1169		j i - i
1807	Koretu	I	yéhe̥	yéhe̥	j e h ɨ		1248	1169		j e h ɨ
2143	Yupua	I am hungry	yee̥bóodyée̥	yee̥bóodyée̥	j e ɨ b ɔ ɔ d j e ɨ		1253	1385		j e ɨ b ɔ ɔ d j e ɨ
2238	Yupua	I cut with my knife	ya(d)yé̥ipahi nii yé̥isu	yayé̥ipahi_nii_yé̥isu	j a j ɨ i p a h i + n i i + j ɨ i s u		1255 1256 1257	1460		j a j ɨ i p a h i + n i i + j ɨ i s u
2183	Yupua	I go to you	mé̥e̥pe̠e̠ yee̥uaatoho	mé̥e̥pe̠e̠_yee̥uaatoho	m ɨ ɨ p ɛ ɛ + j e ɨ u a a t ɔ h ɔ		1259 1260	1416		m ɨ ɨ p ɛ - ɛ + j e ɨ u a a t ɔ h ɔ
2184	Yupua	I go to you	yée̥ uá(a)ge̥ apé̠na	yée̥_uáge̥_apé̠na	j e ɨ + u a g ɨ + a p ɛ n a		1261 1262 1259	1417		j e ɨ + u a g ɨ + - a - p ɛ n a
2221	Yahuna	I swing in the hammock	yibáukuni	yibáukuni	j i b a u k u n i		1265	1445		j i b a u k u n i
2222	Yahuna	I swing in the hammock	yibáu(i)kuni	yibáukuni	j i b a u k u n i		1265	1445		j i b a u k u n i
2227	Desano	I want to sleep	kalī́(t)x̯e̥ kānioi̯y(e)ā́ni	kalī́x̯e̥_kānioi̯yā́ni	k a ɺ iː ç ɨ + k aː n i ɔ j j aː n i		1268 1269	1449		k a ɺ iː ç ɨ + k aː n i ɔ j j aː n i
2228	Yahuna	I want to sleep	mikā́be̠	mikā́be̠	m i k aː b ɛ		1271	1450		m i k aː b ɛ
2229	Koretu	I want to sleep	hõkiahá 	hõkiahá	h ɔ̃ k i a h a		1270	1451		h ɔ̃ k i a h a
2119	Yupua	I want water	de̠(x̯)kó i(t)x̯é̥	de̠kó_ix̯é̥	d ɛ k ɔ + i ç ɨ		1273 1274	1368		d ɛ k ɔ + i ç ɨ
2188	Yupua	I'm sick	tū(d)yadīyee̥	tūyadīyee̥	t uː j a d iː j e ɨ		1276	1420		t uː j a d iː j e ɨ
1440	Desano	Iguana	diákea	diákea	d i a k e a		1278	940		d i a k e a
1918	Desano	Ill	dōlekéyanima	dōlekéyanima	d ɔː ɺ e k e j a n i m a		1280	1237		d ɔː ɺ e k e j a n i m a
1919	Yupua	Ill	tū́dye̥	tū́dye̥	t uː d j ɨ		1283	1238		- - - - t uː d j ɨ
1920	Yahuna	Ill	hī́niu̯	hī́niu̯	h iː n i w		1282	1239		h iː n i w
1921	Koretu	Ill	ikū́lii	ikū́lii	i k uː ɺ i i		1281	1240		i k uː ɺ i i
1922	Yupua	Ill	be̥katū́dye̥	be̥katū́dye̥	b ɨ k a t uː d j ɨ		1283	1238		b ɨ k a t uː d j ɨ
1923	Yupua	Ill	be̥(x)katū́dy(i)	be̥katū́dy	b ɨ k a t uː d j		1283	1238		b ɨ k a t uː d j -
2005	Desano	Immediately	dopágola	dopágola	d ɔ p a g ɔ ɺ a		1287	1288		d ɔ p a g ɔ ɺ a
2044	Desano	In the house, inside the house	wiikaluxkáke̠	wiikaluxkáke̠	w i i k a ɺ u x k a k ɛ		1289	1313		w i i k a ɺ u x k a k ɛ
874	Yahuna	Incised pattern on the dance rattle	oóe̠ka	oóe̠ka	ɔ ɔ ɛ k a		1291	594		- - - - ɔ ɔ ɛ k a
875	Yahuna	Incised pattern on the dance rattle	tsabe̠óe̠ka	tsabe̠óe̠ka	t s a b ɛ ɔ ɛ k a		1291	594		t s a b ɛ ɔ ɛ k a
876	Yahuna	Incised pattern on the dance rattle	mé̠ne̠pikahe̠a	mé̠ne̠pikahe̠a	m ɛ n ɛ p i k a h ɛ a		1292	595		m ɛ n ɛ p i k a h ɛ a
115	Desano	Index finger	tsiupū́liru	tsiupū́liru	t s i u p uː ɺ i ɾ u		1295	79		t s i u p uː ɺ i ɾ u
116	Yahuna	Index finger	hóatanikipi(a)	hóatanikipi	h ɔ a t a n i k i p i		1296	80		h ɔ a t a n i k i p i
968	Desano	Infant	díalu	díalu	d i a ɺ u		1298	652		d i a ɺ u
155	Desano	Instep	gubū́pama	gubū́pama	g u b uː p a m a		1300	105		g u b uː p a m a
156	Yahuna	Instep	ūpupé̠ta	ūpupé̠ta	uː p u p ɛ t a		1300	105		- uː p u p ɛ t a
295	Yahuna	Intestine	ītapit(š)ia	ītapitia	iː t a p i t i a		1303	200		iː t a p i t i a
721	Yahuna	Iron harpoon of this arrow	se̠mokoloaígabi	se̠mokoloaígabi	s ɛ m ɔ k ɔ ɺ ɔ a i g a b i		1305	483		s ɛ m ɔ k ɔ ɺ ɔ a i g a b i
639	Desano	Iron saucepan	kōme̠tsoró	kōme̠tsoró	k ɔː m ɛ t s ɔ ɾ ɔ		1307	425		k ɔː m ɛ t s ɔ ɾ ɔ
502	Desano	Island	nē̃(g)ē̃no	nē̃ē̃no	n ẽː ẽː n ɔ		1309	332		n ẽː ẽː n ɔ
503	Yupua	Island	ti(x̯)tapurú	titapurú	t i t a p u ɾ u		1312	333		t i t a p u ɾ u
504	Yahuna	Island	hṓmulika	hṓmulika	h ɔː m u ɺ i k a		1311	334		h ɔː m u ɺ i k a
505	Koretu	Island	kíaito	kíaito	k i a i t ɔ		1310	335		k i a i t ɔ
506	Yupua	Island	ti(x̯)tapulú	titapulú	t i t a p u ɺ u		1312	333		t i t a p u ɺ u
2181	Yupua	It comes rain	dé̠ko oā́lioaa	dé̠ko_oā́lioaa	d ɛ k ɔ + ɔ aː ɺ i ɔ a a		1315 1316	1415		d ɛ k ɔ + ɔ aː ɺ i ɔ a a
2182	Yupua	It comes rain	dé̠(x̯)ko uālioaa	dé̠ko_uālioaa	d ɛ k ɔ + u aː ɺ i ɔ a a		1315 1316	1415		d ɛ k ɔ + u aː ɺ i ɔ a a
1711	Yahuna	Iua	tóaka	tóaka	t ɔ a k a		1320	1108		t ɔ a k a
1462	Desano	Jabutí	bē̠yó	bē̠yó	b ɛː j ɔ		1322	954		b ɛː j ɔ
1463	Yupua	Jabutí	pā́li	pā́li	p aː ɺ i		1323	955		p aː ɺ i
1464	Yahuna	Jabutí	pále̠kika	pále̠kika	p a ɺ ɛ k i k a		1324	956		p a ɺ ɛ k i k a
1465	Koretu	Jabutí	ḥā́re̥	ḥā́re̥	ħ aː ɾ ɨ		1323	955		ħ aː ɾ ɨ
1282	Desano	Jacamý	moá(m)bulebu	moábulebu	m ɔ a b u ɺ e b u		1327	841		m ɔ a b u ɺ e b u
1283	Yupua	Jacamý	móāsi	móāsi	m ɔ aː s i		1328	842		m ɔ - - aː s - i
